,Raft,Nutrients,Mixing,Spores,Bag,Day,NDay,UA,UJ,UM,MA,MJ,MM,Chaob,UninfEggRatio,InfEggRatio,EdChl,TotChl,TP,TN,SizeUninf,SESizeUninf,SizeInf,SESizeInf,C,N,P,CN,CP,NP,Light,SRP,ad320,InfDensity,UninfDensity,TotalDensity,PropJuv,PrevTotal,PrevAdult,InfCount,UninfCount,AdultCount,TotalCount,Trt,LogTotDens,LogUninfDens,LogInfDens,LogTotChl,LogEdChl,InedChl,LogInedChl,PropInedChl,LogTP,LogTN,LogC,LogN,LogP
475,4,Low,Mix,No,27,43,15,1877,1420,705,0,0,0,0,0.130434783,NA,7.07,84.08,31.87718378,1589.117786,1.418,0.016179548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,301509.151362729,301509.151362729,0.354822588705647,0,0,0,4002,1877,4002,Low Mix No,12.6165556474673,12.6165556474673,4.3220061323236,4.4317687265687,1.95586047990848,77.01,4.34393528355116,0.915913415794481,3.46189051187693,7.37093428965485,NA,NA,NA
476,4,High,Mix,Spores,28,43,15,6,88,50,8,8,0,0,1,0.125,1.71,4.4,21.34387615,1290.186,1.333333333,0.063595947,1.275,0.027189809,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205.43388850666,10848.90499656,12054.3388850666,0.6,0.1,0.571428571428571,16,144,14,160,High Mix Spores,9.39717994755743,9.2918194318996,7.09459485456338,1.48160454092422,0.536493370514568,2.69,0.989541193613748,0.611363636363636,3.06076486714891,7.16254167300842,NA,NA,NA
477,4,Low,No,No,29,43,15,149,154,207,0,0,0,0,0.532258065,NA,2.47,27.11,20.4342641,897.0384,1.408,0.029242283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,38423.2051961499,38423.2051961499,0.301960784313725,0,0,0,510,149,510,Low No No,10.556416858042,10.556416858042,4.3220061323236,3.29990266351057,0.904218150639886,24.64,3.20437113866532,0.908889708594615,3.01721310462325,6.79909867050705,NA,NA,NA
478,4,Low,Mix,Spores,30,43,15,18,95,122,10,6,1,0,1,0.2,3.58,9.14,7.317658226,824.3136,1.354,0.038186676,1.252,0.020912516,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280.77350653833,17704.8102374416,18985.5837439799,0.400793650793651,0.0674603174603175,0.357142857142857,17,235,28,252,Low Mix Spores,9.85143521983502,9.78159164646776,7.15521947637982,2.21266038546606,1.27536280041261,5.56,1.71559810826249,0.608315098468271,1.99029036230879,6.71455104003058,NA,NA,NA
479,4,High,No,Spores,31,43,15,183,275,198,9,0,0,0,3.581395349,1.888888889,43.76,254.12,300.2476616,2389.0872,1.314,0.031559468,1.276666667,0.022161027,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.056562284998,49422.7894287732,50100.8459910582,0.413533834586466,0.0135338345864662,0.046875,9,656,192,665,High No Spores,10.8217931729795,10.8081669212677,6.51923070965982,5.53780659639833,3.77872015811373,210.36,5.34882034872114,0.827797890760271,5.70460767275325,7.77866664728756,NA,NA,NA
480,4,High,Mix,No,32,43,15,327,348,538,0,0,0,0,0.445945946,NA,2.24,3.8,16.81400811,1114.3684,1.298,0.02075251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,91386.9566724114,91386.9566724114,0.286892003297609,0,0,0,1213,327,1213,High Mix No,11.4228580412677,11.4228580412677,4.3220061323236,1.33500106673234,0.806475865866949,1.56,0.444685821261445,0.410526315789474,2.82221235504914,7.01604306599751,NA,NA,NA
481,1,Low,Mix,Spores,1,46,16,1,17,25,0,5,5,0,0,NA,5.98,26.52,23.68004501,870.7966,NA,NA,NA,NA,633.9130435,94.67391304,9.594165572,7.808486572,170.3915692,21.82133088,NA,2.472663499,0.2357,753.396180316664,3239.60357536166,3992.99975567832,0.415094339622642,0.188679245283019,0,10,43,1,53,Low Mix Spores,8.29229804587572,8.08320624801716,6.62459122531765,3.27789916531766,1.78842056796254,20.54,3.02237420450041,0.774509803921569,3.16463271077413,6.7694084248971,6.45191178966779,4.55043849276077,2.26115516080046
482,1,High,Mix,No,2,46,16,1209,1194,439,0,0,0,0,0.02739726,NA,1.99,2.48,36.41141575,1427.5088,1.468888889,0.028888889,NA,NA,225.0985915,27.53521127,3.053941068,9.53348905,190.0805802,19.93819673,NA,16.38039541,0.2568,75.3396180316664,214115.194445996,214115.194445996,0.420126671358198,0,0,0,2842,1209,2842,High Mix No,12.2742694409806,12.2742694409806,4.3220061323236,0.908258560176891,0.688134638736401,0.49,-0.713349887877465,0.19758064516129,3.59488234497987,7.26368610613463,5.4165384906741,3.31546559546511,1.11643290995014
484,1,High,No,No,4,46,16,446,363,297,0,0,0,0,0.153846154,NA,1.04,1.23,27.14051305,1656.665,1.432,0.024440404,NA,NA,194.7619048,19.93386243,3.030237445,11.39410098,165.7497859,14.54698236,NA,19.13313407,0.2354,75.3396180316664,83325.6175430231,83325.6175430231,0.328209764918626,0,0,0,1106,446,1106,High No No,11.3305113144059,11.3305113144059,4.3220061323236,0.207014169384326,0.0392207131532813,0.19,-1.66073120682165,0.154471544715447,3.30102755806003,7.41256182438584,5.27177781150902,2.99241991524725,1.10864098113739
485,1,Low,Mix,No,5,46,16,412,400,275,0,0,0,1,0.419354839,NA,12.66,47.07,29.05777809,903.0186,1.412,0.034922136,NA,NA,723.767313,86.19113573,5.876647445,9.792732007,317.6105734,32.43329575,NA,1.880504603,0.2416,75.3396180316664,81894.1648004214,81894.1648004214,0.367985280588776,0,0,0,1087,412,1087,Low Mix No,11.3131830194448,11.3131830194448,4.3220061323236,3.85163585541305,2.53844741671603,34.41,3.53834721980939,0.731038878266412,3.36928619582461,6.80574315121149,6.58446994984462,4.45656733862319,1.77098643689117
486,1,High,Mix,Spores,6,46,16,54,149,171,23,37,11,0,0.740740741,0.608695652,0.99,1.35,31.97932482,1232.523851,1.366,0.03490304,1.398,0.021176507,318.9666667,41.98333333,6.89392791,8.860044236,119.3175111,13.46692047,NA,13.83571259,0.2494,5349.11288024832,28177.0171438432,33526.1300240916,0.417977528089888,0.159550561797753,0.298701298701299,71,374,77,445,High Mix Spores,10.4200804144898,10.2462619297381,8.58468600936492,0.300104592450338,-0.0100503358535015,0.36,-1.02165124753198,0.266666666666667,3.46508959461258,7.11681925745374,5.76508660422161,3.73727271405111,1.93064101112094
487,1,Low,No,No,7,46,16,935,454,420,0,0,0,0,0.430463576,NA,1.29,2.53,17.51766852,894.337,1.416,0.028565714,NA,NA,256.2204724,29.35695538,3.869740742,10.17818458,170.748769,16.77595525,NA,2.024543253,0.2356,75.3396180316664,136289.369019285,136289.369019285,0.250967385295744,0,0,0,1809,935,1809,Low No No,11.8225356177189,11.8225356177189,4.3220061323236,0.928219302739429,0.254642218373581,1.24,0.215111379616945,0.490118577075099,2.86321000131047,6.79608266163729,5.54603829415463,3.37952949877786,1.35318751306638
488,1,High,No,Spores,8,46,16,29,113,120,12,31,17,0,1.222222222,0.75,4.08,11.49,36.61728024,1476.5456,1.303333333,0.025326155,1.338,0.044567053,371.448468,43.44011142,5.568500353,9.971836484,172.0227727,17.25086176,NA,10.77889234,0.2316,4520.37708189999,19738.9799242966,24259.3570061966,0.447204968944099,0.186335403726708,0.292682926829268,60,262,41,322,High No Spores,10.096557677868,9.8903506360847,8.4163506945457,2.44147709186066,1.40609698841607,7.41,2.002830439308,0.64490861618799,3.6005202666903,7.29746058455402,5.91741014121187,3.77138324053952,1.71712578124331
490,2,Low,No,Spores,10,46,16,32,32,31,12,1,9,2,2.133333333,2,55.18,268.5,134.5534468,2829.9936,1.246,0.022320892,1.282,0.022400397,1811.05,234.975,28.97082536,8.988273726,161.2111945,17.93572375,NA,2.936788039,0.2623,1657.47159669666,7157.26371300831,8814.73530970497,0.282051282051282,0.188034188034188,0.272727272727273,22,95,44,117,Low No Spores,9.08418006712136,8.87588302392414,7.41304858568192,5.59285091394892,4.01060056878914,213.32,5.3627933857324,0.794487895716946,4.90196149408746,7.94802972915063,7.50166206655806,5.45947912550637,3.36628930153766
491,2,High,Mix,Spores,11,46,16,65,33,65,79,4,12,0,1.657894737,1.510638298,14.65,89.81,107.318711,1798.8226,1.238,0.019194907,1.284,0.052561076,1356.76,202.7,27.6378279,7.805788684,126.5973884,16.2183981,NA,4.729269023,0.2732,7157.26371300831,12280.3577391616,19437.6214521699,0.143410852713178,0.368217054263566,0.548611111111111,95,163,144,258,High Mix Spores,9.87496571724522,9.41575633313036,8.87588302392414,4.49769632768286,2.68444033546308,75.16,4.31961917454526,0.836877853245741,4.6758030146765,7.49488761874914,7.21285478347099,5.31172705345795,3.31918541042797
492,2,Low,Mix,No,12,46,16,7,9,4,0,0,0,2,1.428571429,NA,11.77,30.4,62.74686377,1324.4938,1.357142857,0.040808162,NA,NA,953.44,117.9,10.16663293,9.430768201,241.8476369,25.64453199,NA,1.704457363,0.27,75.3396180316664,1506.79236063333,1506.79236063333,0.45,0,0,0,20,7,20,Low Mix No,7.31773840587759,7.31773840587759,4.3220061323236,3.41444260841218,2.46555392127219,18.63,2.9247731846135,0.612828947368421,4.13910859700191,7.18878562768947,6.86007649699867,4.76983680754333,2.31911107657909
493,2,High,No,Spores,13,46,16,54,210,274,32,12,10,3,0.698113208,0.516129032,1.62,2.56,31.66891048,1713.1754,1.372,0.020483055,1.368,0.020483055,233.6490251,26.25348189,3.956654024,10.37873852,152.2865402,14.67293352,NA,16.36439112,0.2465,4068.33937370999,40532.7145010365,44601.0538747465,0.375,0.0912162162162162,0.372093023255814,54,538,86,592,High No Spores,10.7055127672076,10.6098646924854,8.31099017888787,0.940007258491471,0.482426149244293,0.94,-0.0618754037180875,0.3671875,3.45533545768533,7.44610388654403,5.45382009665752,3.26779862366984,1.37539872466614
495,2,High,Mix,No,15,46,16,979,847,892,0,0,0,4,1.442857143,NA,13.08,41.18,143.6925326,1698.586,1.332,0.0206989,NA,NA,975.45,105.325,11.98233041,10.80043016,209.9371734,19.43785297,NA,4.153114421,0.2817,75.3396180316664,204773.081810069,204773.081810069,0.311626195732156,0,0,0,2718,979,2718,High Mix No,12.2296577270347,12.2296577270347,4.3220061323236,3.71795270159964,2.57108434602905,28.1,3.3357695763397,0.682370082564352,4.96767582652945,7.43755141923023,6.88289890298327,4.65705080786508,2.4834330988115
496,2,Low,Mix,Spores,16,46,16,109,134,140,44,16,17,0,1.333333333,0.976744186,8.93,34.85,19.98272357,964.9582,1.24,0.030404678,1.262,0.040491426,466.3157895,62.61695906,5.575241254,8.684716693,215.6959941,24.83627292,NA,2.680719328,0.2452,5801.15058843831,28855.0737061282,34656.2242945666,0.326086956521739,0.167391304347826,0.287581699346405,77,383,153,460,Low Mix Spores,10.4532326218067,10.2700411215042,8.66581155417728,3.55105313720653,2.18941639488841,25.92,3.25501487148407,0.743758967001435,2.9948680787452,6.87208478433864,6.14486306448912,4.13703615291776,1.71833559066997
497,3,Low,No,No,17,46,16,14,14,1,0,0,0,2,1.111111111,NA,27.06,133.17,100.2781675,1647.5231,NA,NA,NA,NA,1209.35,159.675,10.48607655,8.832478554,297.4161918,33.67301602,NA,2.168581904,0.2686,75.3396180316664,2184.84892291833,2184.84892291833,0.482758620689655,0,0,0,29,14,29,Low No No,7.68930196231007,7.68930196231007,4.3220061323236,4.89162650751405,3.29805662274264,106.11,4.6644762918855,0.796801081324623,4.60794799928986,7.40702828752268,7.09783830416986,5.07314049944765,2.3500483343335
498,3,High,No,Spores,18,46,16,39,73,96,16,13,8,0,0.435897436,0.0625,2.51,6.01,27.23181139,1433.6384,NA,NA,NA,NA,242.7371274,33.37398374,4.689767763,8.48194917,133.4782471,15.73674215,NA,9.626583137,0.2301,2787.56586717166,15670.6405505866,18458.2064177583,0.351020408163265,0.151020408163265,0.290909090909091,37,208,55,245,High No Spores,9.82326434286833,9.65954421202492,7.93292404496782,1.79342474854712,0.920282753143692,3.5,1.25276296849537,0.582362728785358,3.30438582632409,7.26797082757622,5.49197907754706,3.50777666651898,1.54538306374815
499,3,Low,Mix,No,19,46,16,140,77,0,0,0,0,2,0.918367347,NA,14.21,47.18,30.5362221,1200.7136,NA,NA,NA,NA,635.4085603,84.02723735,8.681638292,8.818617053,188.74567,21.40309176,NA,2.568689266,0.2556,75.3396180316664,16348.6971128716,16348.6971128716,0.354838709677419,0,0,0,217,140,217,Low Mix No,9.70190348586406,9.70190348586406,4.3220061323236,3.85397007397953,2.65394594210901,32.97,3.49559805708364,0.698813056379822,3.41891358879871,7.0906713256986,6.45426819404558,4.43114100045096,2.16121025418045
502,3,High,No,No,22,46,16,674,741,74,0,0,0,0,0.558823529,NA,21.81,76.77,118.3186527,2438.5541,NA,NA,NA,NA,927.6666667,114.1833333,12.6490321,9.474509639,189.129938,19.96197642,NA,15.50015922,0.2609,75.3396180316664,112180.691249151,112180.691249151,0.497649429147079,0,0,0,1489,674,1489,High No No,11.6278661650076,11.6278661650076,4.3220061323236,4.34081393883981,3.08236858021354,54.96,4.00660564791409,0.715904650254005,4.77338143142088,7.79916056067395,6.83267247289371,4.73780534348887,2.5375806984122
503,3,Low,Mix,Spores,23,46,16,0,0,1,0,0,0,0,NA,NA,16.88,106.86,58.63461953,1742.3542,NA,NA,NA,NA,1015.84,136.14,10.04755954,8.701759397,260.7296039,29.96286062,NA,2.424650616,0.2587,75.3396180316664,75.3396180316664,75.3396180316664,0,0,NA,0,1,0,1,Low Mix Spores,4.3220061323236,4.3220061323236,4.3220061323236,4.67151956652962,2.82612948916781,89.98,4.49958742341303,0.842036309189594,4.07132529910541,7.46299246625012,6.92347113542214,4.9136837680198,2.30732977317586
504,3,High,Mix,No,24,46,16,0,0,0,0,0,0,1,NA,NA,15.25,84.56,178.5816174,1689.493937,NA,NA,NA,NA,1119.6,157.14,13.02236416,8.308902225,221.7168386,26.68425173,NA,3.272878224,0.2733,75.3396180316664,75.3396180316664,75.3396180316664,NA,NA,NA,0,0,0,0,High Mix No,4.3220061323236,4.3220061323236,4.3220061323236,4.43746134156198,2.72457950305342,69.31,4.23858919592989,0.819654683065279,5.18504573705332,7.43218431751221,7.0207267576413,5.05713712774768,2.566668199406
505,4,Low,No,Spores,25,46,16,38,95,112,21,13,3,1,0.882352941,1.45,5.47,38.47,25.47888335,929.6476,NA,NA,NA,NA,396.6753247,52.45454545,3.676484185,8.819004523,278.2454731,31.55066678,NA,2.392642027,0.2311,2787.56586717166,18458.2064177583,21245.7722849299,0.382978723404255,0.131205673758865,0.355932203389831,37,245,59,282,Low No Spores,9.96391320326171,9.82326434286833,7.93292404496782,3.6498787167642,1.69927861643389,33,3.49650756146648,0.857811281518066,3.23785000517535,6.834805589606,5.98311812417405,3.95994699362307,1.3019569109993
506,4,High,No,No,26,46,16,365,600,160,0,0,0,0,0.615384615,NA,1.18,2.27,29.91598244,1470.416,NA,NA,NA,NA,213.9897698,23.87468031,2.581473734,10.45256686,213.7720513,20.45163204,NA,13.64366105,0.2396,75.3396180316664,84757.0702856247,84757.0702856247,0.533333333333333,0,0,0,1125,365,1125,High No No,11.3475444469621,11.3475444469621,4.3220061323236,0.819779831493311,0.165514438477573,1.09,0.0861776962410524,0.480176211453745,3.39839286735238,7.29330063293504,5.36592820920627,3.17281849612008,0.948360450581175
507,4,Low,Mix,No,27,46,16,1101,480,233,0,0,0,0,0.042857143,NA,2.62,13,14.4865638,1059.7328,NA,NA,NA,NA,230.5128205,27.11538462,2.721765974,9.913952258,218.4086969,22.03043662,NA,3.801019942,0.245,75.3396180316664,136666.067109443,136666.067109443,0.264608599779493,0,0,0,1814,1101,1814,Low Mix No,11.8252957629987,11.8252957629987,4.3220061323236,2.56494935746154,0.963174317773006,10.38,2.33988087773774,0.798461538461538,2.67322158535263,6.96577207985805,5.4403064812804,3.300101264961,1.00128092478002
508,4,High,Mix,Spores,28,46,16,33,89,59,15,26,5,0,1.181818182,0.466666667,6.02,29.11,45.30888175,1458.1568,NA,NA,NA,NA,465.7142857,70.33928571,10.5949392,7.721276657,113.3565748,14.68106633,NA,10.37878498,0.243,3465.62242945666,13636.4708637316,17102.0932931883,0.506607929515419,0.202643171806167,0.3125,46,181,48,227,High Mix Spores,9.746956149805,9.52050316358943,8.15064752881269,3.37108175775753,1.79508725932073,23.09,3.1393996233664,0.793198213672278,3.81350307839215,7.28492845136772,6.14357232527477,4.25333047217483,2.36037645314787
509,4,Low,No,No,29,46,16,289,271,276,0,0,0,0,0.431372549,NA,3.53,223.81,20.45525759,988.4986,NA,NA,NA,NA,340.725,34.7875,2.527585304,11.42216129,347.6352459,30.43515471,NA,2.584693561,0.2296,75.3396180316664,62983.9206744731,62983.9206744731,0.324162679425837,0,0,0,836,289,836,Low No No,11.0506347454083,11.0506347454083,4.3220061323236,5.41079747763204,1.26129787094521,220.28,5.39489946439428,0.984227693132568,3.01823994431111,6.89618722632236,5.83107570031358,3.54925812685201,0.927264421689151
510,4,Low,Mix,Spores,30,46,16,63,160,216,53,35,9,0,0.983050847,0.566037736,3.8,25.6,21.80869028,941.4178,NA,NA,NA,NA,383.325,54.5125,2.998694801,8.200466374,329.655633,40.19962011,NA,4.313157366,0.2336,7307.94294907164,33074.0923159016,40382.0352649732,0.363805970149254,0.180970149253731,0.456896551724138,97,439,116,536,Low Mix Spores,10.6061402933944,10.4065055453988,8.89671711082698,3.24259235148552,1.33500106673234,21.8,3.08190996979504,0.8515625,3.08230852705779,6.84738703679764,5.94888319332245,3.99843003316888,1.09817712766596
511,4,High,No,Spores,31,46,16,220,245,336,11,1,6,0,3.487179487,4,4.79,12.32,36.71310398,1192.53255,NA,NA,NA,NA,501.625,63.6875,9.709782917,9.185281675,133.2279287,14.50450115,NA,4.665251845,0.2755,1356.11312457,60347.0340433648,61703.1471679348,0.3003663003663,0.021978021978022,0.0476190476190476,18,801,231,819,High No Spores,11.0300902161767,11.007867079392,7.21237789021976,2.51122395810537,1.56653041142282,7.53,2.0188950418118,0.611201298701299,3.60313374800671,7.08383451798746,6.21785282858708,4.15398831098294,2.27313392541068
512,4,High,Mix,No,32,46,16,1101,468,718,0,0,0,0,0.833333333,NA,1.86,2.94,28.27261241,1225.232,NA,NA,NA,NA,182.7707809,21.64987406,2.57791245,9.845072088,182.837059,18.57142917,NA,13.40359664,0.2408,75.3396180316664,172301.706438421,172301.706438421,0.204634892872759,0,0,0,2287,1101,2287,High Mix No,12.0570023263464,12.0570023263464,4.3220061323236,1.07840958135059,0.62057648772511,1.08,0.0769610411361282,0.36734693877551,3.3418935767038,7.11088549280233,5.20823280434025,3.07499963734151,0.946979943505882
